id,lat,lon,operator,amenity,atm,tourism
62731,39.98925,-75.127625,,kindergarten,,
62758,39.945503,-75.179665,United States Postal Service,post_box,,
62785,39.945316,-75.179214,,bicycle_parking,,
62786,39.94532,-75.17957,,waste_basket,,
62787,39.94191,-75.18087,,waste_basket,,
62795,39.982296,-75.12482,,place_of_worship,,
62796,39.991867,-75.123604,,place_of_worship,,
62875,39.968857,-75.13839,,parking_entrance,,
62948,39.967934,-75.14726,,kindergarten,,
62949,39.96954,-75.14501,,school,,
62950,39.94135,-75.17774,United States Postal Service,post_box,,
62953,39.942917,-75.17541,United States Postal Service,post_box,,
62955,39.94176,-75.179405,,bicycle_parking,,
62960,39.94212,-75.18329,Bicycle Transit Systems,bicycle_rental,,
62961,39.94232,-75.1842,United States Postal Service,post_box,,
62962,39.94932,-75.17415,United States Postal Service,post_box,,
62963,39.952484,-75.1773,,bicycle_parking,,
62964,39.954033,-75.17608,,bicycle_parking,,
62965,39.95398,-75.17564,,bicycle_parking,,
62966,39.95363,-75.172295,,bench,,
62967,39.951206,-75.17863,,waste_basket,,
62968,39.953583,-75.172386,,bench,,
62969,39.953575,-75.17232,,bench,,
62970,39.947487,-75.17953,,bench,,
62971,39.949715,-75.178856,,bicycle_parking,,
62972,39.947533,-75.17987,,bench,,
62973,39.95403,-75.17604,,bicycle_parking,,
62974,39.953594,-75.17251,,bench,,
62975,39.953667,-75.172264,,bench,,
62976,39.953518,-75.17183,,bench,,
62977,39.953896,-75.17494,United States Postal Service,post_box,,
62978,39.94756,-75.180046,,bench,,
62979,39.952633,-75.177666,,bicycle_parking,,
62980,39.952576,-75.17718,,waste_basket,,
62981,39.953743,-75.1723,,bench,,
62982,39.953537,-75.17205,Bicycle Transit Systems,bicycle_rental,,
62983,39.9529,-75.17698,,bicycle_parking,,
62984,39.95404,-75.176125,,bicycle_parking,,
62985,39.95357,-75.17227,,bench,,
62986,39.9539,-75.17651,,bicycle_parking,,
62987,39.95406,-75.176285,,bicycle_parking,,
62988,39.947666,-75.18,,waste_basket,,
62989,39.95112,-75.171936,United States Postal Service,post_box,,
62990,39.95396,-75.1755,,bicycle_parking,,
62991,39.95379,-75.17406,Bicycle Transit Systems,bicycle_rental,,
62992,39.953354,-75.17675,,bicycle_parking,,
62993,39.953728,-75.17231,,waste_basket,,
62994,39.947617,-75.18012,,bench,,
62995,39.954018,-75.17594,,bicycle_parking,,
62996,39.953953,-75.175385,,bicycle_parking,,
62997,39.95386,-75.174644,,bicycle_parking,,
62998,39.95265,-75.17779,,bicycle_parking,,
62999,39.953743,-75.17328,,waste_basket,,
63000,39.94223,-75.179306,,bicycle_parking,,
63001,39.953888,-75.17485,,bicycle_parking,,
63002,39.953735,-75.172264,,bench,,
63003,39.952236,-75.17831,,bicycle_parking,,
63004,39.952606,-75.17744,,bicycle_parking,,
63005,39.95402,-75.17596,,bicycle_parking,,
63006,39.95364,-75.17227,,waste_basket,,
63007,39.950737,-75.172226,,bicycle_parking,,
63008,39.94231,-75.17929,,bicycle_parking,,
